modelName,epoch,loss
494121373,0,0.019239593744277955
494121373,1,0.020239746570587157
494121373,2,0.01771957039833069
494121373,3,0.01707191824913025
494121373,4,0.0175033438205719
494121373,5,0.01695528030395508
494121373,6,0.018035545349121093
494121373,7,0.018610514402389526
494121373,8,0.01868488311767578
494121373,9,0.020244624614715576
494121373,10,0.018607100248336794
494121373,11,0.01792355179786682
494121373,12,0.017085180282592774
494121373,13,0.0171304190158844
494121373,14,0.01703137993812561
494121373,15,0.020273337364196776
494121373,16,0.016986409425735472
494121373,17,0.018605027198791504
494121373,18,0.018587087392807008
494121373,19,0.01586934447288513
494121373,20,0.016997667551040648
494121373,21,0.016942777633666993
494121373,22,0.02031224489212036
494121373,23,0.01864348292350769
494121373,24,0.016363760232925417
494121373,25,0.018075714111328123
494121373,26,0.01864843249320984
494121373,27,0.020441174507141113
494121373,28,0.01860190510749817
494121373,29,0.020374507904052735
494121373,30,0.016927086114883423
494121373,31,0.017943741083145143
494121373,32,0.018764663934707642
494121373,33,0.021590001583099365
494121373,34,0.01747646927833557
494121373,35,0.017007755041122438
494121373,36,0.01851959228515625
494121373,37,0.018778473138809204
494121373,38,0.02198645830154419
494121373,39,0.01856947898864746
494121373,40,0.018013595342636107
494121373,41,0.01752899169921875
494121373,42,0.01601210594177246
494121373,43,0.020978081226348876
494121373,44,0.021588923931121825
494121373,45,0.017430931329727173
494121373,46,0.016972697973251342
494121373,47,0.01858478903770447
494121373,48,0.018663053512573243
494121373,49,0.016896828413009643
494121373,50,0.017498577833175658
494121373,51,0.02035221815109253
494121373,52,0.01860328674316406
494121373,53,0.01731085777282715
494121373,54,0.020229148864746093
494121373,55,0.021566030979156495
494121373,56,0.01874134421348572
494121373,57,0.017075477838516234
494121373,58,0.017048673629760744
494121373,59,0.0158254873752594
494121373,60,0.017944988012313843
494121373,61,0.020378394126892088
494121373,62,0.02202779769897461
494121373,63,0.01706068992614746
494121373,64,0.020069382190704345
494121373,65,0.019595094919204713
494121373,66,0.018692795038223266
494121373,67,0.024161298274993897
494121373,68,0.015328105688095093
494121373,69,0.017963918447494506
494121373,70,0.02027492046356201
494121373,71,0.017952880859375
494121373,72,0.017457427978515624
494121373,73,0.0174576997756958
494121373,74,0.018052082061767578
494121373,75,0.018710819482803346
494121373,76,0.019699703454971313
494121373,77,0.017985388040542602
494121373,78,0.017353373765945434
494121373,79,0.020019049644470214
494121373,80,0.018555349111557005
494121373,81,0.019132431745529175
494121373,82,0.018720470666885376
494121373,83,0.01859033226966858
494121373,84,0.022089552879333497
494121373,85,0.01697604537010193
494121373,86,0.021005308628082274
494121373,87,0.0186050021648407
494121373,88,0.020596654415130616
494121373,89,0.018660818338394166
494121373,90,0.0220032000541687
494121373,91,0.017103675603866577
494121373,92,0.015527008771896363
494121373,93,0.01851641297340393
494121373,94,0.020235092639923097
494121373,95,0.015455551147460937
494121373,96,0.015915950536727907
494121373,97,0.01742073059082031
494121373,98,0.017892390489578247
494121373,99,0.01790554404258728
