modelName,modelSeed,trainingSeed,seed,learning_rate,num_trials,num_epochs,num_timeSteps,num_batches,size_layer_message,size_layer_hidden,size_layer_phonology,epoch,loss
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,0,0.0285809922218
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,1,0.0261706328392
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,2,0.0280148816109
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,3,0.0276203465462
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,4,0.0242452907562
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,5,0.0230144786835
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,6,0.0279930472374
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,7,0.0279872107506
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,8,0.0281666564941
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,9,0.0276442050934
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,10,0.0228313326836
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,11,0.0280453372002
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,12,0.0231849837303
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,13,0.0230770730972
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,14,0.0229661726952
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,15,0.0327711629868
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,16,0.0231433701515
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,17,0.0278135275841
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,18,0.0278462719917
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,19,0.0244848489761
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,20,0.026517457962
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,21,0.0278173589706
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,22,0.0328165626526
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,23,0.0330492544174
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,24,0.0259897089005
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,25,0.0281879019737
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,26,0.0280204439163
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,27,0.0367439723015
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,28,0.0279529547691
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,29,0.0331735157967
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,30,0.0228963017464
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,31,0.0258975696564
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,32,0.032957110405
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,33,0.0367672014236
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,34,0.0279767799377
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,35,0.0279652738571
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,36,0.0278310704231
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,37,0.0282566094398
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,38,0.032897400856
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,39,0.0279918241501
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,40,0.0261324834824
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,41,0.0279458522797
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,42,0.0232939696312
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,43,0.0368829751015
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,44,0.0370193386078
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,45,0.0243473100662
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,46,0.0231061244011
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,47,0.0279808282852
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,48,0.0280051851273
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,49,0.0230349040031
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,50,0.0245415782928
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,51,0.0331847333908
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,52,0.0279164075851
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,53,0.0259695339203
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,54,0.0277427339554
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,55,0.0368963718414
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,56,0.02322504282
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,57,0.0232905173302
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,58,0.0232902145386
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,59,0.0243495869637
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,60,0.025995156765
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,61,0.033039317131
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,62,0.0330448126793
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,63,0.0279124259949
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,64,0.0369106245041
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,65,0.0257843065262
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,100,18,66,0.027895963192
