modelName,epoch,loss
544458875,0,0.01633435606956482
544458875,1,0.006258020997047424
544458875,2,0.003554067611694336
544458875,3,0.0013675031065940857
544458875,4,0.0012625570595264435
544458875,5,0.0008342733234167099
544458875,6,0.000629488006234169
544458875,7,0.00046184182167053223
544458875,8,0.00038285117596387864
544458875,9,0.00036231841892004013
544458875,10,0.0005962613597512245
544458875,11,0.00025214383378624917
544458875,12,0.0002293366566300392
544458875,13,0.00018310798332095147
544458875,14,0.0002424502745270729
544458875,15,0.0002208688296377659
544458875,16,0.0001595804840326309
544458875,17,0.0001877269335091114
544458875,18,0.00019616542384028434
544458875,19,0.00012941799126565457
544458875,20,0.00010818164795637131
544458875,21,9.451725520193577e-05
544458875,22,0.0001081580389291048
544458875,23,0.00017857223749160768
544458875,24,7.93478824198246e-05
544458875,25,9.878668002784252e-05
544458875,26,7.165434770286084e-05
544458875,27,0.0002247989922761917
544458875,28,6.644328124821185e-05
544458875,29,4.8496583476662634e-05
544458875,30,6.0342331416904925e-05
544458875,31,5.023273639380932e-05
544458875,32,6.974494084715843e-05
544458875,33,4.8799342475831506e-05
544458875,34,5.029399413615465e-05
544458875,35,4.787476733326912e-05
544458875,36,4.800812806934118e-05
544458875,37,7.251314353197813e-05
544458875,38,5.6291958317160605e-05
544458875,39,3.7025101482868196e-05
544458875,40,5.0634415820240975e-05
544458875,41,6.059490144252777e-05
544458875,42,3.681284608319402e-05
544458875,43,3.909728489816189e-05
544458875,44,3.664385760203004e-05
544458875,45,4.9335653893649576e-05
544458875,46,3.197808051481843e-05
544458875,47,2.9787432868033648e-05
544458875,48,3.443428315222263e-05
544458875,49,4.6968711540102956e-05
544458875,50,3.432813799008727e-05
544458875,51,2.8956218156963586e-05
544458875,52,3.0189629178494215e-05
544458875,53,4.232862498611212e-05
544458875,54,2.9348577372729777e-05
544458875,55,2.5670521426945925e-05
544458875,56,2.7310303412377834e-05
544458875,57,3.7673525512218475e-05
544458875,58,2.6846223045140503e-05
544458875,59,2.541371388360858e-05
544458875,60,3.543377388268709e-05
544458875,61,2.5342430453747512e-05
544458875,62,3.509614150971174e-05
544458875,63,2.4351305328309535e-05
544458875,64,2.1751553285866977e-05
544458875,65,2.3878540378063918e-05
544458875,66,2.504306612536311e-05
544458875,67,2.9506671708077193e-05
544458875,68,2.8823851607739925e-05
544458875,69,2.3384676314890384e-05
544458875,70,2.282197354361415e-05
544458875,71,2.0154588855803014e-05
544458875,72,1.9038323080167176e-05
544458875,73,1.8763478146865963e-05
544458875,74,2.6747859083116053e-05
544458875,75,1.851740060374141e-05
544458875,76,1.8506768392398953e-05
544458875,77,2.0248882938176392e-05
544458875,78,1.8103704787790777e-05
544458875,79,1.8068860517814754e-05
544458875,80,1.6230586916208266e-05
544458875,81,2.6169128250330687e-05
544458875,82,1.7634746618568898e-05
544458875,83,1.616774476133287e-05
544458875,84,1.543819438666105e-05
544458875,85,1.95403303951025e-05
544458875,86,2.438246738165617e-05
544458875,87,2.1234871819615364e-05
544458875,88,1.6266857273876666e-05
544458875,89,1.594737870618701e-05
544458875,90,2.4002196732908486e-05
544458875,91,1.5075579285621644e-05
544458875,92,1.8072192324325444e-05
544458875,93,1.867635874077678e-05
544458875,94,1.473120879381895e-05
544458875,95,1.6568360151723028e-05
544458875,96,1.3498363550752401e-05
544458875,97,1.9788560457527638e-05
544458875,98,1.3493470614776015e-05
544458875,99,1.2824024306610226e-05
