modelName,modelSeed,trainingSeed,seed,learning_rate,num_trials,num_epochs,num_timeSteps,num_batches,size_layer_message,size_layer_hidden,size_layer_phonology,epoch,loss
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,0,0.03237349271774292
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,1,0.03026795864105225
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,2,0.024126846790313718
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,3,0.02442014217376709
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,4,0.03307980298995972
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,5,0.02431701183319092
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,6,0.02420865774154663
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,7,0.029838228225708013
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,8,0.030330400466918945
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,9,0.029953880310058592
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,10,0.02602285146713257
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,11,0.029838807582855224
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,12,0.03699958324432373
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,13,0.0244268798828125
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,14,0.02592555284500122
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,15,0.03667987823486328
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,16,0.0368820858001709
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,17,0.024352054595947262
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,18,0.024320478439331054
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,19,0.03334174871444702
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,20,0.03006059646606445
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,21,0.024400124549865718
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,22,0.024427838325500488
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,23,0.025901546478271486
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,24,0.03303131341934204
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,25,0.030150024890899657
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,26,0.029779269695281982
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,27,0.02769038677215576
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,28,0.02591958522796631
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,29,0.029871881008148193
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,30,0.036797709465026855
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,31,0.027785732746124267
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,32,0.029836874008178714
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,33,0.029928882122039795
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,34,0.029963722229003908
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,35,0.02454071760177612
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,36,0.02594717741012573
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,37,0.025995528697967528
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,38,0.025876481533050538
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,39,0.0299884843826294
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,40,0.02178580045700073
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,41,0.025949859619140626
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,42,0.0244538950920105
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,43,0.03280834674835205
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,44,0.03263165473937988
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,45,0.03008084535598755
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,46,0.024467203617095947
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,47,0.03008763790130615
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,48,0.02588337421417236
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,49,0.02586312770843506
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,50,0.029993252754211424
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,51,0.03011773586273193
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,52,0.029992437362670894
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,53,0.02996595621109009
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,54,0.032825498580932616
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,55,0.03002288818359375
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,56,0.032727713584899905
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,57,0.025787465572357175
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,58,0.024352588653564454
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,59,0.03257488012313843
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,60,0.021756987571716308
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,61,0.02580914497375488
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,62,0.037091770172119135
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,63,0.02424224138259888
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,64,0.03272200345993042
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,65,0.03281871318817139
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,66,0.0258721661567688
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,67,0.027618579864501957
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,68,0.02448472023010254
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,69,0.025915865898132325
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,70,0.024437556266784663
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,71,0.030064055919647212
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,72,0.02995246171951294
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,73,0.027685484886169436
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,74,0.029967708587646483
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,75,0.025833983421325684
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,76,0.030004212856292727
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,77,0.02581261157989502
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,78,0.025743112564086915
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,79,0.02760308027267456
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,80,0.0259874439239502
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,81,0.02586086750030517
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,82,0.024329721927642826
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,83,0.02994793891906738
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,84,0.027783198356628416
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,85,0.032900598049163815
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,86,0.029830899238586426
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,87,0.02588669776916504
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,88,0.027849888801574702
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,89,0.024405345916748047
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,90,0.0367854905128479
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,91,0.02596604108810425
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,92,0.024356698989868163
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,93,0.029884982109069824
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,94,0.024326157569885255
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,95,0.025998826026916503
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,96,0.03286765813827515
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,97,0.024404003620147705
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,98,0.02585947036743164
190421296,9021093912,927986397102,896575376869,0.005,20000,100,1,1,40,50,18,99,0.025932440757751463
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,0,0.023047096729278564
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,1,0.021966962814331054
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,2,0.017014614343643188
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,3,0.02069943189620972
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,4,0.0235558557510376
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,5,0.017702337503433228
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,6,0.01822669148445129
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,7,0.017379440069198608
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,8,0.018842874765396117
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,9,0.02046262502670288
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,10,0.018372386693954468
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,11,0.020859549045562743
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,12,0.02157930612564087
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,13,0.018232744932174683
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,14,0.01843692183494568
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,15,0.020920584201812743
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,16,0.024635531902313237
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,17,0.017984281778335567
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,18,0.02036420345306397
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,19,0.023423023223876956
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,20,0.01875977396965027
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,21,0.015406179428100584
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,22,0.01680171370506286
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,23,0.015959705114364627
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,24,0.018367294073104855
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,25,0.02097626209259033
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,26,0.01919610381126404
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,27,0.020287172794342043
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,28,0.02020269870758056
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,29,0.022140724658966063
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,30,0.02386715650558472
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,31,0.020855247974395752
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,32,0.019627138376235958
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,33,0.02157782793045044
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,34,0.02108632802963257
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,35,0.02048515319824219
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,36,0.023277294635772702
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,37,0.0202927041053772
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,38,0.01914412498474121
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,39,0.021622235774993896
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,40,0.01826659202575684
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,41,0.0173988139629364
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,42,0.015456234216690063
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,43,0.02093384504318237
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,44,0.020516974925994868
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,45,0.02233112573623657
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,46,0.01738890290260315
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,47,0.017373266220092772
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,48,0.020971944332122804
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,49,0.01970724105834961
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,50,0.024607903957366943
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,51,0.02098764181137085
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,52,0.021620283126831053
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,53,0.022330787181854248
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,54,0.019067907333374025
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,55,0.020017533302307128
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,56,0.021346492767333983
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,57,0.01717529296875
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,58,0.01739271283149719
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,59,0.025531823635101317
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,60,0.017294096946716308
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,61,0.01965836882591248
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,62,0.02235574960708618
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,63,0.015355151891708375
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,64,0.019570950269699097
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,65,0.018211251497268675
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,66,0.020077455043792724
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,67,0.020256979465484614
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,68,0.016774488687515257
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,69,0.01727911353111267
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,70,0.015440820455551146
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,71,0.02150209188461304
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,72,0.019239044189453124
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,73,0.019224942922592164
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,74,0.021583483219146733
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,75,0.02324018239974976
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,76,0.01813157677650452
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,77,0.01728282928466797
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,78,0.02099679231643677
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,79,0.021536419391632082
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,80,0.017322860956192017
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,81,0.019618180990219117
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,82,0.02275688886642456
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,83,0.0216005802154541
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,84,0.01736889839172363
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,85,0.025627825260162357
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,86,0.020852530002594
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,87,0.02093994140625
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,88,0.01662442207336426
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,89,0.02044331789016724
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,90,0.020364720821380616
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,91,0.015912917852401738
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,92,0.022679307460784916
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,93,0.019193569421768187
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,94,0.01958696961402893
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,95,0.019707908630371092
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,96,0.02545922517776489
494121373,9021093912,927986397102,896575376869,0.005,20000,100,1,3,40,50,18,97,0.016811981201171874
